trading_date,ticker,sector,n_headlines,plain_sentiment,sentiment_score,positive_share,negative_share,neutral_share,finance_phrase_hits,score_100
2023-11-09,COP,Energy,5,0.27372,0.27372,0.6,0.0,0.4,0,63.686
2023-11-09,CVX,Energy,6,0.13558333333333333,0.12480000000000001,0.3333333333333333,0.16666666666666666,0.5,0,56.24
2023-11-09,DD,Materials,3,0.0,0.0,0.0,0.0,1.0,0,50.0
2023-11-09,DIS,Consumer,19,0.09326315789473683,0.11741052631578947,0.5263157894736842,0.05263157894736842,0.42105263157894735,0,55.87052631578947
2023-11-09,DUK,Utilities,1,0.0,0.0,0.0,0.0,1.0,0,50.0
2023-11-09,EA,Comm,2,0.0,0.0,0.0,0.0,1.0,0,50.0
2023-11-09,GE,Industrials,1,0.4404,0.4404,1.0,0.0,0.0,0,72.02
2023-11-09,GILD,Healthcare,3,0.0,0.0,0.0,0.0,1.0,0,50.0
2023-11-09,GS,Financials,4,-0.032,-0.032,0.0,0.25,0.75,0,48.4
2023-11-09,INTC,Tech,7,0.13831428571428572,0.13831428571428572,0.2857142857142857,0.0,0.7142857142857143,0,56.915714285714294
2023-11-09,KO,Consumer,5,0.2735,0.2735,0.8,0.2,0.0,0,63.675000000000004
2023-11-09,MRK,Healthcare,5,0.30194,0.39370000000000005,0.8,0.0,0.2,0,69.685
2023-11-09,MS,Financials,9,0.10171111111111111,0.10171111111111111,0.2222222222222222,0.0,0.7777777777777778,0,55.08555555555555
2023-11-09,NEE,Utilities,4,0.38397499999999996,0.38397499999999996,0.75,0.0,0.25,0,69.19875
2023-11-09,NEM,Materials,4,0.00645,0.00645,0.0,0.0,1.0,0,50.322500000000005
2023-11-09,NKE,Consumer,3,0.0,0.0,0.0,0.0,1.0,0,50.0
2023-11-09,NUE,Materials,2,0.0,0.0,0.0,0.0,1.0,0,50.0
2023-11-09,NVDA,Tech,21,0.1953857142857143,0.23059047619047618,0.6190476190476191,0.047619047619047616,0.3333333333333333,0,61.52952380952381
2023-11-09,O,RealEstate,4,0.17552500000000001,0.17552500000000001,0.5,0.0,0.5,0,58.77625
2023-11-09,OXY,Energy,2,0.0,0.0,0.0,0.0,1.0,0,50.0
2023-11-09,PLD,RealEstate,1,0.0,0.0,0.0,0.0,1.0,0,50.0
2023-11-09,PSA,RealEstate,2,0.148,0.148,0.5,0.0,0.5,0,57.4
2023-11-09,QCOM,Tech,3,0.2164,0.24146666666666664,0.3333333333333333,0.3333333333333333,0.3333333333333333,0,62.07333333333334
2023-11-09,SBUX,Consumer,3,0.37293333333333334,0.37293333333333334,0.6666666666666666,0.0,0.3333333333333333,0,68.64666666666666
2023-11-09,SHW,Materials,1,0.0,0.0,0.0,0.0,1.0,0,50.0
2023-11-09,SLB,Energy,1,0.0,0.0,0.0,0.0,1.0,0,50.0
2023-11-09,T,Comm,7,0.2627857142857143,0.2602857142857143,0.7142857142857143,0.0,0.2857142857142857,0,63.01428571428571
2023-11-09,TMUS,Comm,1,0.6249,0.6249,1.0,0.0,0.0,0,81.245
2023-11-09,TTWO,Comm,4,-0.032,-0.032,0.0,0.25,0.75,0,48.4
2023-11-09,UPS,Industrials,2,0.21075,0.21075,0.5,0.0,0.5,0,60.5375
2023-11-09,USB,Financials,1,0.0,0.0,0.0,0.0,1.0,0,50.0
2023-11-09,V,Financials,3,-0.05103333333333334,-0.1858,0.0,0.3333333333333333,0.6666666666666666,1,40.71
2023-11-09,WFC,Financials,7,0.1368,0.1368,0.42857142857142855,0.0,0.5714285714285714,0,56.84
2023-11-09,WMT,Consumer,8,-0.0734375,-0.0734375,0.0,0.25,0.75,0,46.328125
2023-11-09,XOM,Energy,11,0.03014545454545454,0.0023545454545454525,0.18181818181818182,0.18181818181818182,0.6363636363636364,0,50.11772727272727
2023-11-10,ABBV,Healthcare,4,0.012299999999999998,-0.17907499999999998,0.25,0.5,0.25,1,41.04625
2023-11-10,ABT,Healthcare,1,-0.4767,-0.0258,0.0,0.0,1.0,0,48.71
2023-11-10,ADBE,Tech,8,0.2338375,0.3298625,0.75,0.0,0.25,0,66.49312499999999
2023-11-10,AMD,Tech,4,0.262925,0.262925,0.75,0.0,0.25,0,63.14625
